WKT,SA22018_V1_00,SA22018_V1_NAME,LAND_AREA_SQ_KM,AREA_SQ_KM,EASTING,NORTHING,LATITUDE,LONGITUDE,Shape_X,Shape_Y
"POINT (175.313795718456 -38.8885215404363)",222700,Taumarunui East,4.51828493,4.51828493,1800681.3138,5693049.4796,-38.88852154,175.31379572,175.313795718,-38.8885215404
"POINT (175.371933558196 -39.1163015618761)",222800,National Park,1375.27911879,1375.27911879,1805065.29865,5667638.3925,-39.11630156,175.37193356,175.371933558,-39.1163015619
"POINT (175.167664994502 -39.3623632484014)",222900,Tangiwai,2696.63220175,2696.63220175,1786749.5559,5640769.2535,-39.36236325,175.16766499,175.167664995,-39.3623632484
"POINT (175.276039624313 -39.4292630461206)",223000,Raetihi,3.86281296,3.86281296,1795899.92445,5633113.88445,-39.42926305,175.27603962,175.276039624,-39.4292630461
"POINT (175.414650375244 -39.4115644833708)",223100,Ohakune,6.44049317,6.44049317,1807884.16825,5634768.0203,-39.41156448,175.41465037,175.414650375,-39.4115644834
"POINT (175.677637989169 -39.4698445330067)",223200,Waiouru,5.01061607,5.01061607,1830336.3872,5627659.451,-39.46984453,175.67763799,175.677637989,-39.469844533
"POINT (175.169527328696 -39.7009153447198)",223300,Upper Whanganui,1849.88702065,1849.88702065,1786003.89275,5603187.30285,-39.70091534,175.16952733,175.169527329,-39.7009153447
"POINT (174.902882933281 -39.8434467537724)",223400,Mowhanau,170.17854307,170.17854307,1762805.2698,5587885.95825,-39.84344675,174.90288293,174.902882933,-39.8434467538
"POINT (175.029188017946 -39.8767540798245)",223500,Brunswick-Papaiti,51.53233467,51.53233467,1773528.4125,5583951.15825,-39.87675408,175.02918802,175.029188018,-39.8767540798
"POINT (174.977175234841 -39.92973814836)",223600,Castlecliff West,3.02339209,3.02339209,1768949.9122,5578169.6675,-39.92973815,174.97717523,174.977175235,-39.9297381484
"POINT (175.021906127259 -39.9057752479953)",223700,Otamatea (Whanganui District),2.23081277,2.23081277,1772832.71015,5580743.9146,-39.90577525,175.02190613,175.021906127,-39.905775248
"POINT (174.99269163106 -39.9365306047632)",223800,Castlecliff East,2.62583221,2.62583221,1770259.04655,5577386.2027,-39.9365306,174.99269163,174.992691631,-39.9365306048
"POINT (175.016774496149 -39.9209613195417)",223900,Springvale North,1.04156145,1.04156145,1772355.939,5579068.17065,-39.92096132,175.0167745,175.016774496,-39.9209613195
"POINT (175.053095982652 -39.9045192453264)",224000,Lower Aramoho,2.08402396,2.08402396,1775502.23055,5580822.47875,-39.90451924,175.05309598,175.053095983,-39.9045192453
"POINT (175.039583232256 -39.9130977581156)",224100,St Johns Hill East,1.12370703,1.12370703,1774325.2932,5579896.7335,-39.91309776,175.03958323,175.039583232,-39.9130977581
"POINT (175.03064200001 -39.9202343452848)",224200,St Johns Hill West,1.12201177,1.12201177,1773542.9966,5579121.98995,-39.92023434,175.030642,175.030642,-39.9202343453
"POINT (175.009976424997 -39.935920264424)",224300,Titoki,1.92009589,1.92009589,1771737.5231,5577420.8202,-39.93592026,175.00997642,175.009976425,-39.9359202644
"POINT (175.017536348572 -39.929481419901)",224400,Springvale West,0.68873691,0.68873691,1772399.6709,5578120.9589,-39.92948142,175.01753635,175.017536349,-39.9294814199
"POINT (175.023225047747 -39.9255770568443)",224500,Springvale East,0.63070964,0.63070964,1772895.6359,5578543.34035,-39.92557706,175.02322505,175.023225048,-39.9255770568
"POINT (175.069830544631 -39.8959518121559)",224600,Upper Aramoho,1.56170695,1.56170695,1776954.8879,5581740.44035,-39.89595181,175.06983054,175.069830545,-39.8959518122
"POINT (175.008778672586 -39.9485704289887)",224700,Balgownie,2.8144437,2.8144437,1771603.5569,5576018.9414,-39.94857043,175.00877867,175.008778673,-39.948570429
"POINT (175.045794520964 -39.9196427764372)",224800,Laird Park,1.11351193,1.11351193,1774839.56635,5579158.0782,-39.91964278,175.04579452,175.045794521,-39.9196427764
"POINT (175.064002416618 -39.9076402430613)",224900,Wembley Park,1.53593018,1.53593018,1776426.59385,5580454.5449,-39.90764024,175.06400242,175.064002417,-39.9076402431
"POINT (175.034704986371 -39.9305006980486)",225000,College Estate,1.35036588,1.35036588,1773864.2705,5577974.5028,-39.9305007,175.03470499,175.034704986,-39.930500698
"POINT (175.061498659706 -39.9138517663711)",225100,Whanganui East-Williams Domain,1.37719066,1.37719066,1776196.63805,5579770.0031,-39.91385177,175.06149866,175.06149866,-39.9138517664
"POINT (175.018228474275 -39.9427336493576)",225200,Gonville West,0.73842215,0.73842215,1772425.5415,5576648.60735,-39.94273365,175.01822847,175.018228474,-39.9427336494
"POINT (175.029008744987 -39.9384855062687)",225300,Gonville North,1.34068527,1.34068527,1773357.33755,5577099.26295,-39.93848551,175.02900874,175.029008745,-39.9384855063
"POINT (175.050791293656 -39.9262943499517)",225400,Cornmarket,0.62888431,0.62888431,1775249.67045,5578409.94245,-39.92629435,175.05079129,175.050791294,-39.92629435
"POINT (175.061279745648 -39.9218118113956)",225500,Whanganui East-Riverlands,1.49505211,1.49505211,1776157.5194,5578886.85855,-39.92181181,175.06127975,175.061279746,-39.9218118114
"POINT (175.156221532101 -39.9418546751528)",225600,Kaitoke-Fordell,261.31054119,261.31054119,1784218.1701,5576470.30025,-39.94185467,175.15622153,175.156221532,-39.9418546752
"POINT (175.047017990343 -39.935136762423)",225700,Whanganui Central,2.43776167,2.43776167,1774904.6819,5577435.8256,-39.93513676,175.04701799,175.04701799,-39.9351367624
"POINT (175.034001747022 -39.9479073384965)",225800,Gonville South,1.53981291,1.53981291,1773760.12175,5576043.71,-39.94790734,175.03400175,175.034001747,-39.9479073385
"POINT (175.065969649727 -39.9343872833749)",225900,Bastia-Durie Hill,2.57031195,2.57031195,1776526.0315,5577481.69115,-39.93438728,175.06596965,175.06596965,-39.9343872834
"POINT (175.04998521276 -39.9505697324924)",226000,Putiki,3.35422581,3.35422581,1775118.8633,5575716.9174,-39.95056973,175.04998521,175.049985213,-39.9505697325
"POINT (175.894429580909 -39.595668176138)",226100,Mokai Patea,2475.07449563,2475.07449563,1848538.7271,5613114.98695,-39.59566818,175.89442958,175.894429581,-39.5956681761
"POINT (176.196283951888 -39.351923610862)",226200,Ngamatea,611.55273062,611.55273062,1875423.8207,5639294.85555,-39.35192361,176.19628395,176.196283952,-39.3519236109
"POINT (175.257738956047 -40.0113956030705)",226300,Turakina,276.63551645,276.63551645,1792696.6242,5568536.3,-40.0113956,175.25773896,175.257738956,-40.0113956031
"POINT (175.525474953434 -39.8895864977651)",226400,Otairi,636.74022781,636.74022781,1815933.14535,5581444.4453,-39.8895865,175.52547495,175.525474953,-39.8895864978
"POINT (175.796773387982 -39.6780673260459)",226500,Taihape,4.9344456,4.9344456,1839866.85455,5604233.71675,-39.67806733,175.79677339,175.796773388,-39.678067326
"POINT (175.37739628526 -40.1098380505483)",226600,Marton Rural,192.56144853,192.56144853,1802618.30525,5557342.6374,-40.10983805,175.37739628,175.377396285,-40.1098380505
"POINT (175.370980774063 -40.0629909674833)",226700,Marton North,8.7366712,8.7366712,1802210.1334,5562557.65835,-40.06299097,175.37098077,175.370980774,-40.0629909675
"POINT (175.284775815977 -40.1793855685781)",226800,Parewanui,265.95684944,265.95684944,1794525.21825,5549829.34495,-40.17938557,175.28477582,175.284775816,-40.1793855686
"POINT (175.385415942842 -40.0842889309999)",226900,Marton South,4.85631719,4.85631719,1803377.96155,5560160.4962,-40.08428893,175.38541594,175.385415943,-40.084288931
"POINT (175.382510102572 -40.1793887747826)",227000,Bulls,6.69567673,6.69567673,1802847.07595,5549610.184,-40.17938877,175.3825101,175.382510103,-40.1793887748
"POINT (175.696038707113 -40.00817685633)",227100,Kiwitea,783.84226615,783.84226615,1830120.49605,5567853.09425,-40.00817686,175.69603871,175.696038707,-40.0081768563
"POINT (175.549708000877 -40.1238334175263)",227200,Tokorangi,271.13390378,271.13390378,1817260.94175,5555381.88835,-40.12383342,175.549708,175.549708001,-40.1238334175
"POINT (175.394914613533 -40.2145941248348)",227300,Ohakea-Sanson,82.74217329,82.74217329,1803797.80505,5545673.5978,-40.21459412,175.39491461,175.394914614,-40.2145941248
"POINT (175.290671800938 -40.3282879701894)",227400,Oroua Downs,125.27707497,125.27707497,1794599.99145,5533286.76445,-40.32828797,175.2906718,175.290671801,-40.3282879702
"POINT (175.472231087381 -40.2499682878804)",227500,Awahuri,126.35606184,126.35606184,1810268.29875,5541566.08625,-40.24996829,175.47223109,175.472231087,-40.2499682879
"POINT (175.91250802552 -40.0720170788621)",227600,Pohangina-Apiti,682.38329118,682.38329118,1848367.9571,5560183.8723,-40.07201708,175.91250803,175.912508026,-40.0720170789
"POINT (175.555046523545 -40.2014332608446)",227700,Mount Taylor,3.19060738,3.19060738,1817467.9592,5546754.29745,-40.20143326,175.55504652,175.555046524,-40.2014332608
"POINT (175.394332430404 -40.3585463238384)",227800,Taikorea,152.97421605,152.97421605,1803316.1959,5529694.5446,-40.35854632,175.39433243,175.39433243,-40.3585463238
"POINT (175.565550658894 -40.2062247670179)",227900,Makino,1.71330835,1.71330835,1818346.7143,5546196.57105,-40.20622477,175.56555066,175.565550659,-40.206224767
"POINT (175.546091532198 -40.2262300408123)",228000,Sandon,4.47695063,4.47695063,1816626.656,5544023.4562,-40.22623004,175.54609153,175.546091532,-40.2262300408
"POINT (175.582147838342 -40.2074565043011)",228100,Kimbolton North,4.2250906,4.2250906,1819755.4326,5546018.8373,-40.2074565,175.58214784,175.582147838,-40.2074565043
"POINT (175.559018214904 -40.222825132937)",228200,Warwick,0.821351,0.821351,1817737.5164,5544369.77775,-40.22282513,175.55901821,175.559018215,-40.2228251329
"POINT (175.57020380918 -40.2181527873715)",228300,Kimbolton West,1.16074471,1.16074471,1818704.3995,5544860.93825,-40.21815279,175.57020381,175.570203809,-40.2181527874
"POINT (175.581143208501 -40.2386580264553)",228400,Feilding Central,4.91853972,4.91853972,1819569.08815,5542557.5389,-40.23865803,175.58114321,175.581143209,-40.2386580265
"POINT (175.578015582189 -40.226306590805)",228500,Kimbolton South,1.35407415,1.35407415,1819342.8775,5543936.459,-40.22630659,175.57801558,175.578015582,-40.2263065908
"POINT (175.475998897886 -40.3767346752102)",228600,Kauwhata,154.28816889,154.28816889,1810195.0954,5527484.38135,-40.37673467,175.4759989,175.475998898,-40.3767346752
"POINT (175.693448382023 -40.2363011533855)",228700,Taonui,165.87884474,165.87884474,1829131.61105,5542534.89175,-40.23630115,175.69344838,175.693448382,-40.2363011534
"POINT (175.579928850544 -40.333988788229)",228800,Newbury,34.73266926,34.73266926,1819157.4324,5531977.46295,-40.33398879,175.57992885,175.579928851,-40.3339887882
"POINT (175.622413609639 -40.3123678410257)",228900,Palmerston North Airport,7.53705382,7.53705382,1822837.93825,5534271.5925,-40.31236784,175.62241361,175.62241361,-40.312367841
"POINT (175.60731248829 -40.3270827169901)",229000,Milson North,0.96528172,0.96528172,1821506.4499,5532675.935,-40.32708272,175.60731249,175.607312488,-40.327082717
"POINT (175.585188065774 -40.3451422028326)",229100,Cloverlea (Palmerston North City),0.67606911,0.67606911,1819568.0483,5530726.2198,-40.3451422,175.58518807,175.585188066,-40.3451422028
"POINT (175.598656907744 -40.3396904173694)",229200,Tremaine,4.40159153,4.40159153,1820729.90915,5531297.92345,-40.33969042,175.59865691,175.598656908,-40.3396904174
"POINT (175.605052248686 -40.3344381807471)",229300,Milson South,1.22972865,1.22972865,1821290.3625,5531865.02215,-40.33443818,175.60505225,175.605052249,-40.3344381807
"POINT (175.691101338248 -40.3107969581263)",229400,Whakarongo,51.7306993,51.7306993,1828680.6352,5534270.7453,-40.31079696,175.69110134,175.691101338,-40.3107969581
"POINT (175.578028586652 -40.3557020386397)",229500,Westbrook,1.12911543,1.12911543,1818925.7289,5529571.66775,-40.35570204,175.57802859,175.578028587,-40.3557020386
"POINT (175.598691271157 -40.3498858318691)",229600,Takaro North,1.11967527,1.11967527,1820699.5713,5530165.98835,-40.34988583,175.59869127,175.598691271,-40.3498858319
"POINT (175.568451565412 -40.3729014063589)",229700,Pioneer West,2.36384577,2.36384577,1818056.88875,5527685.9432,-40.37290141,175.56845156,175.568451565,-40.3729014064
"POINT (175.614822167142 -40.3417435575737)",229800,Palmerston North Hospital,1.07412464,1.07412464,1822096.40345,5531029.52215,-40.34174356,175.61482217,175.614822167,-40.3417435576
"POINT (175.586246042799 -40.3613441028196)",229900,Highbury East,1.16072094,1.16072094,1819605.3099,5528924.9307,-40.3613441,175.58624604,175.586246043,-40.3613441028
"POINT (175.576790460903 -40.3663601720875)",230000,Park West,0.92856836,0.92856836,1818786.0914,5528391.5152,-40.36636017,175.57679046,175.576790461,-40.3663601721
"POINT (175.593602683506 -40.3568575304027)",230100,Takaro South,0.87652777,0.87652777,1820244.6627,5529404.7096,-40.35685753,175.59360268,175.593602684,-40.3568575304
"POINT (175.628959293629 -40.3354739777388)",230200,Roslyn (Palmerston North City),1.15075731,1.15075731,1823317.99995,5531689.9456,-40.33547398,175.62895929,175.628959294,-40.3354739777
"POINT (175.644411856193 -40.328560851584)",230300,Kelvin Grove West,0.78190158,0.78190158,1824653.7181,5532418.2827,-40.32856085,175.64441186,175.644411856,-40.3285608516
"POINT (175.660511804836 -40.3224299426625)",230400,Kelvin Grove North,2.14179568,2.14179568,1826042.1033,5533057.8999,-40.32242994,175.6605118,175.660511805,-40.3224299427
"POINT (175.618920728258 -40.3472124412479)",230500,Papaioea North,0.80386635,0.80386635,1822426.58625,5530412.0886,-40.34721244,175.61892073,175.618920728,-40.3472124412
"POINT (175.610109618702 -40.3553770211298)",230600,Palmerston North Central,1.84381526,1.84381526,1821651.41505,5529527.8172,-40.35537702,175.61010962,175.610109619,-40.3553770211
"POINT (175.588708456308 -40.3702726797995)",230700,Awapuni North,1.23350313,1.23350313,1819785.39815,5527927.5985,-40.37027268,175.58870846,175.588708456,-40.3702726798
"POINT (175.633626037804 -40.3416805624261)",230800,Terrace End,1.20279285,1.20279285,1823693.94845,5530989.12235,-40.34168056,175.63362604,175.633626038,-40.3416805624
"POINT (175.579103112749 -40.383872874167)",230900,Maraetarata,2.33161877,2.33161877,1818925.74195,5526441.6034,-40.38387287,175.57910311,175.579103113,-40.3838728742
"POINT (175.625471707393 -40.3520931758327)",231000,Papaioea South,0.6005035,0.6005035,1822966.94185,5529853.7502,-40.35209317,175.62547171,175.625471707,-40.3520931758
"POINT (175.662593119051 -40.3307415264615)",231100,Royal Oak (Palmerston North City),1.62616019,1.62616019,1826191.18705,5532129.8597,-40.33074153,175.66259312,175.662593119,-40.3307415265
"POINT (175.603392940925 -40.3679753605072)",231200,West End,1.16757728,1.16757728,1821039.78425,5528146.01885,-40.36797536,175.60339294,175.603392941,-40.3679753605
"POINT (175.593434719446 -40.3778449296696)",231300,Awapuni South,1.70556788,1.70556788,1820162.04465,5527075.1951,-40.37784493,175.59343472,175.593434719,-40.3778449297
"POINT (175.619832510235 -40.3596954306793)",231400,Milverton,0.56451037,0.56451037,1822462.9751,5529023.98355,-40.35969543,175.61983251,175.61983251,-40.3596954307
"POINT (175.641948581961 -40.3492053771132)",231500,Ruamahanga,1.53170712,1.53170712,1824375.9722,5530132.66155,-40.34920538,175.64194858,175.641948582,-40.3492053771
"POINT (175.614290745635 -40.3673235609329)",231600,Esplanade,1.30575848,1.30575848,1821967.3011,5528191.0695,-40.36732356,175.61429075,175.614290746,-40.3673235609
"POINT (175.62589336723 -40.3617112306885)",231700,Hokowhitu Central,0.91032398,0.91032398,1822971.04455,5528784.92775,-40.36171123,175.62589337,175.625893367,-40.3617112307
"POINT (175.636330442124 -40.3573857685815)",231800,Hokowhitu East,1.24309948,1.24309948,1823871.70255,5529238.7468,-40.35738577,175.63633044,175.636330442,-40.3573857686
"POINT (175.608625286221 -40.3905367818229)",231900,Turitea,9.64669874,9.64669874,1821410.15485,5525628.2378,-40.39053678,175.60862529,175.608625286,-40.3905367818
"POINT (175.631646121527 -40.3700823637855)",232000,Ruahine,1.57973395,1.57973395,1823431.91565,5527841.0693,-40.37008236,175.63164612,175.631646122,-40.3700823638
"POINT (175.587210793458 -40.4050924748284)",232100,Linton Camp,4.98324546,4.98324546,1819545.0517,5524065.76635,-40.40509247,175.58721079,175.587210793,-40.4050924748
"POINT (175.758601652947 -40.2911525104865)",232200,Ashhurst,4.23333772,4.23333772,1834485.2714,5536274.9857,-40.29115251,175.75860165,175.758601653,-40.2911525105
"POINT (175.641667166714 -40.3662039447256)",232300,Hokowhitu South,0.89536257,0.89536257,1824295.687,5528246.25685,-40.36620394,175.64166717,175.641667167,-40.3662039447
"POINT (175.656234407089 -40.3692981561396)",232400,Aokautere,7.14236352,7.14236352,1825522.3676,5527865.68055,-40.36929816,175.65623441,175.656234407,-40.3692981561
"POINT (175.604667906905 -40.4528495145891)",232500,Pihauatua,143.77602883,143.77602883,1820870.17605,5518720.3882,-40.45284951,175.60466791,175.604667907,-40.4528495146
"POINT (175.71806409045 -40.3679273962937)",232600,Aokautere Rural,83.31302305,83.31302305,1830777.2081,5527858.2549,-40.3679274,175.71806409,175.71806409,-40.3679273963
"POINT (175.645441434753 -40.3900382024468)",232700,Poutoa,7.06392722,7.06392722,1824536.98325,5525590.67165,-40.3900382,175.64544144,175.645441435,-40.3900382024
"POINT (176.151050065312 -40.1113821390847)",232800,Norsewood,397.34758877,397.34758877,1868558.4054,5555119.83545,-40.11138214,176.15105007,176.151050065,-40.1113821391
"POINT (175.995866632039 -40.2208018027233)",232900,Papatawa,230.08922396,230.08922396,1854920.21005,5543429.76635,-40.2208018,175.99586663,175.995866632,-40.2208018027
